enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,candidate_id,profession,shift_duration,weekend_shift,night_shift,hourly_rate,travel_distance,difficulty_score,fill_probability,filled
17116,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,14,0.0,17116,Healthcare Assistant,12,Yes,No,37,38,58,0.24179617240741008,1
1925,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Unknown,Unknown,>4,12,1.0,1925,Occupational Therapist,12,No,No,37,29,46,0.6390927451628512,1
15875,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,2,4,0.0,15875,Support Worker,8,Yes,Yes,29,39,77,0.02069111227008788,0
9825,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,4,10000+,NGO,1,19,0.0,9825,Physiotherapist,12,No,No,40,2,39,0.8279871670642386,0
1909,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,4,114,1.0,1909,Care Assistant,12,No,No,40,1,39,0.8279871670642386,1
28448,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,Unknown,Unknown,4,20,1.0,28448,Care Assistant,8,No,No,26,6,47,0.6055324872205857,0
16693,city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,Arts,15,10000+,Pvt Ltd,>4,33,0.0,16693,Physiotherapist,8,Yes,No,21,48,68,0.07100001915079908,0
29178,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,51,1.0,29178,Care Assistant,8,No,Yes,21,27,69,0.062135633086429685,0
28994,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,152,0.0,28994,Physiotherapist,12,Yes,No,19,42,68,0.07100001915079908,0
3861,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,98,0.0,3861,Registered Nurse,8,Yes,Yes,24,15,75,0.027346786796182875,0
9391,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,1,2,0.0,9391,Healthcare Assistant,12,No,No,28,14,47,0.6055324872205857,1
18840,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,80,0.0,18840,Healthcare Assistant,8,No,No,33,32,49,0.5356536708339716,0
31783,city_11,0.55,Male,No relevent experience,Unknown,Graduate,STEM,5,Unknown,Unknown,never,38,1.0,31783,Occupational Therapist,12,Yes,No,27,11,58,0.24179617240741008,1
20259,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Unknown,Unknown,1,53,0.0,20259,Support Worker,12,No,No,32,5,44,0.7020633698789296,1
10477,city_70,0.698,Unknown,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,1,82,0.0,10477,Care Assistant,8,No,No,19,19,53,0.3944675127794143,0
29524,city_149,0.6890000000000001,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,never,88,0.0,29524,Support Worker,8,No,No,29,27,50,0.5,0
1409,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,84,0.0,1409,Registered Nurse,8,No,No,39,46,49,0.5356536708339716,0
2710,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,12,0.0,2710,Healthcare Assistant,12,No,No,39,1,40,0.8066786301976913,1
2109,city_104,0.924,Other,Has relevent experience,Full time course,High School,Unknown,4,<10,Pvt Ltd,1,8,0.0,2109,Registered Nurse,12,No,No,32,47,52,0.42905340311653367,0
11875,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,<1,Unknown,Unknown,>4,86,1.0,11875,Registered Nurse,8,No,No,28,41,53,0.3944675127794143,0
12768,city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Pvt Ltd,Never,11,0.0,12768,Care Assistant,8,Yes,No,27,33,62,0.15260866484263105,0
8052,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,40,0.0,8052,Registered Nurse,8,No,No,20,31,55,0.32865254651727005,0
2783,city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,78,1.0,2783,Healthcare Assistant,8,No,Yes,25,29,67,0.08101976866530786,0
22710,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,140,1.0,22710,Support Worker,8,No,No,38,39,47,0.6055324872205857,0
443,city_24,0.698,Unknown,No relevent experience,Full time course,High School,Unknown,1,Unknown,Unknown,Never,6,0.0,443,Healthcare Assistant,8,No,No,37,1,41,0.7834209042318241,1
11220,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,1,80,0.0,11220,Care Assistant,8,No,No,37,45,50,0.5,0
23923,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,4,37,0.0,23923,Healthcare Assistant,8,No,No,22,27,53,0.3944675127794143,0
29852,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,2,42,0.0,29852,Physiotherapist,8,Yes,No,28,41,63,0.13503642292280238,0
20055,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,100-500,Pvt Ltd,4,10,0.0,20055,Support Worker,12,Yes,No,29,7,56,0.2979366301210704,0
13127,city_16,0.91,Unknown,No relevent experience,Full time course,High School,Unknown,1,Unknown,Unknown,1,56,0.0,13127,Physiotherapist,8,No,No,37,43,49,0.5356536708339716,1
19033,city_16,0.91,Male,No relevent experience,no_enrollment,High School,Unknown,3,Unknown,Unknown,1,35,0.0,19033,Physiotherapist,8,No,No,28,31,51,0.46434632916602836,0
28747,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,46,0.0,28747,Occupational Therapist,8,No,No,23,29,53,0.3944675127794143,0
8187,city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Unknown,Unknown,1,7,1.0,8187,Care Assistant,8,No,No,25,43,55,0.32865254651727005,0
10601,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,4,92,0.0,10601,Registered Nurse,12,No,No,30,38,51,0.46434632916602836,1
5155,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,<10,Pvt Ltd,1,37,0.0,5155,Physiotherapist,8,No,Yes,32,45,67,0.08101976866530786,1
20293,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,35,1.0,20293,Healthcare Assistant,8,Yes,No,19,3,60,0.1933213698023087,0
19858,city_23,0.899,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Unknown,1,84,0.0,19858,Registered Nurse,8,No,No,40,43,47,0.6055324872205857,0
7246,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,18,Unknown,Unknown,1,136,0.0,7246,Healthcare Assistant,8,No,No,23,2,48,0.5709465968834663,1
20481,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,never,24,1.0,20481,Healthcare Assistant,8,Yes,Yes,37,50,76,0.023792942398164606,0
2958,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,18,1.0,2958,Registered Nurse,8,No,Yes,19,9,66,0.09231302875229802,0
5645,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,48,0.0,5645,Registered Nurse,8,Yes,No,32,39,60,0.1933213698023087,0
3507,city_16,0.91,Unknown,Has relevent experience,no_enrollment,High School,Unknown,>20,100-500,Pvt Ltd,>4,77,0.0,3507,Healthcare Assistant,12,No,No,18,30,56,0.2979366301210704,1
31004,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,31,0.0,31004,Care Assistant,8,No,Yes,28,14,62,0.15260866484263105,1
496,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,Unknown,12,100-500,Pvt Ltd,2,74,0.0,496,Support Worker,8,No,No,25,48,56,0.2979366301210704,0
19482,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,24,1.0,19482,Occupational Therapist,12,No,Yes,26,20,65,0.10500058502026482,0
15692,city_136,0.897,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,1,8,0.0,15692,Support Worker,8,No,Yes,32,14,60,0.1933213698023087,0
2702,city_114,0.926,Male,No relevent experience,no_enrollment,High School,Unknown,6,1000-4999,Unknown,1,34,0.0,2702,Care Assistant,12,No,No,22,22,52,0.42905340311653367,1
1029,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,Unknown,1,90,0.0,1029,Occupational Therapist,12,No,No,26,27,51,0.46434632916602836,1
8918,city_70,0.698,Unknown,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,2,46,0.0,8918,Registered Nurse,8,No,Yes,21,15,67,0.08101976866530786,0
26300,city_26,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,112,0.0,26300,Occupational Therapist,8,Yes,No,27,26,61,0.17201283293576136,0
24183,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,1,61,1.0,24183,Healthcare Assistant,8,Yes,Yes,21,15,77,0.02069111227008788,0
4658,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,Unknown,Unknown,>4,104,0.0,4658,Support Worker,12,No,Yes,22,31,69,0.062135633086429685,0
8909,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,Unknown,Unknown,>4,178,0.0,8909,Occupational Therapist,8,No,No,36,11,43,0.7310585786300049,1
22309,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,40,0.0,22309,Healthcare Assistant,12,Yes,No,38,14,52,0.42905340311653367,1
19709,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,>4,21,0.0,19709,Care Assistant,12,No,No,30,4,44,0.7020633698789296,1
23603,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Unknown,1,78,1.0,23603,Occupational Therapist,12,Yes,Yes,38,35,72,0.04137365106007538,0
17935,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Public Sector,3,28,0.0,17935,Healthcare Assistant,12,No,Yes,28,32,66,0.09231302875229802,0
21336,city_103,0.92,Unknown,No relevent experience,no_enrollment,Unknown,Unknown,2,Unknown,Unknown,never,17,0.0,21336,Care Assistant,12,No,Yes,29,36,67,0.08101976866530786,0
11253,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,156,0.0,11253,Registered Nurse,12,No,No,31,50,54,0.36090725483714875,0
33020,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,7,500-999,NGO,>4,24,0.0,33020,Care Assistant,8,Yes,No,30,32,60,0.1933213698023087,1
13237,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Unknown,Unknown,1,42,1.0,13237,Care Assistant,12,No,No,21,14,51,0.46434632916602836,0
6227,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,2,28,1.0,6227,Support Worker,12,Yes,No,30,34,60,0.1933213698023087,1
9100,city_61,0.913,Unknown,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,108,0.0,9100,Healthcare Assistant,8,No,No,22,3,48,0.5709465968834663,0
14633,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,37,0.0,14633,Occupational Therapist,8,No,No,38,37,47,0.6055324872205857,0
5621,city_123,0.738,Male,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,3,56,0.0,5621,Support Worker,8,Yes,No,26,49,65,0.10500058502026482,0
32603,city_102,0.804,Male,Has relevent experience,Full time course,Unknown,Unknown,>20,<10,Early Stage Startup,1,39,0.0,32603,Physiotherapist,8,No,No,18,23,54,0.36090725483714875,0
16793,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,10,0.0,16793,Care Assistant,8,Yes,No,29,36,62,0.15260866484263105,0
4721,city_165,0.903,Unknown,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Unknown,1,73,0.0,4721,Physiotherapist,8,No,No,40,22,43,0.7310585786300049,1
13283,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,70,0.0,13283,Support Worker,12,Yes,No,34,50,62,0.15260866484263105,0
19274,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,112,0.0,19274,Healthcare Assistant,8,No,Yes,18,48,74,0.031414371031570125,0
16497,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,2,80,1.0,16497,Support Worker,12,No,No,36,44,49,0.5356536708339716,1
11073,city_67,0.855,Male,No relevent experience,Full time course,High School,Unknown,<1,Unknown,Unknown,1,110,0.0,11073,Healthcare Assistant,8,No,No,22,1,48,0.5709465968834663,0
25883,city_104,0.924,Male,Has relevent experience,Full time course,High School,Unknown,13,50-99,Pvt Ltd,1,48,1.0,25883,Healthcare Assistant,8,No,No,29,36,52,0.42905340311653367,1
20310,city_160,0.92,Male,No relevent experience,Full time course,High School,Unknown,2,100-500,NGO,1,99,0.0,20310,Registered Nurse,8,No,No,29,50,55,0.32865254651727005,0
19157,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,1,30,1.0,19157,Care Assistant,8,No,No,28,14,47,0.6055324872205857,0
1802,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,NGO,2,48,0.0,1802,Support Worker,12,No,No,33,17,46,0.6390927451628512,1
32331,city_61,0.913,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,170,0.0,32331,Healthcare Assistant,12,No,No,34,15,45,0.6713474534827301,1
3451,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,1,13,0.0,3451,Support Worker,12,Yes,No,20,27,64,0.11920292202211755,1
990,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Unknown,<1,Unknown,Unknown,never,60,0.0,990,Support Worker,8,No,Yes,28,47,69,0.062135633086429685,0
26972,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Unknown,1,34,0.0,26972,Healthcare Assistant,12,No,No,34,17,45,0.6713474534827301,1
22179,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,2,262,1.0,22179,Occupational Therapist,8,Yes,No,18,2,60,0.1933213698023087,0
25846,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,67,0.0,25846,Physiotherapist,8,Yes,Yes,32,25,73,0.03606453809916635,0
29197,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,32,0.0,29197,Care Assistant,12,No,No,26,8,47,0.6055324872205857,0
13897,city_103,0.92,Male,No relevent experience,Full time course,High School,Unknown,5,10/49,Public Sector,1,17,1.0,13897,Care Assistant,12,Yes,No,35,10,54,0.36090725483714875,1
11688,city_173,0.878,Male,Has relevent experience,no_enrollment,High School,Unknown,10,<10,Pvt Ltd,never,51,1.0,11688,Occupational Therapist,8,No,No,18,28,55,0.32865254651727005,1
2306,city_77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,3,27,0.0,2306,Registered Nurse,12,Yes,No,23,36,65,0.10500058502026482,0
1124,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,>4,56,1.0,1124,Occupational Therapist,12,No,Yes,19,50,75,0.027346786796182875,1
2313,city_83,0.923,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,14,0.0,2313,Registered Nurse,8,Yes,No,22,40,66,0.09231302875229802,0
30758,city_123,0.738,Unknown,No relevent experience,Part time course,High School,Unknown,2,Unknown,Unknown,1,73,0.0,30758,Registered Nurse,8,No,No,20,35,56,0.2979366301210704,0
1018,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,1,76,1.0,1018,Occupational Therapist,12,Yes,Yes,22,16,76,0.023792942398164606,0
32985,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,19,Unknown,Public Sector,>4,21,1.0,32985,Care Assistant,12,No,No,25,17,50,0.5,0
30782,city_160,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,>20,500-999,Other,>4,10,0.0,30782,Physiotherapist,8,No,No,23,50,58,0.24179617240741008,0
13848,city_72,0.795,Male,Has relevent experience,Part time course,High School,Unknown,<1,50-99,Unknown,1,10,0.0,13848,Care Assistant,8,No,No,28,1,45,0.6713474534827301,0
14237,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Unknown,Unknown,1,78,1.0,14237,Care Assistant,8,Yes,No,28,22,59,0.21657909576817594,0
8114,city_144,0.84,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,33,0.0,8114,Care Assistant,8,No,No,28,4,45,0.6713474534827301,1
10261,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,84,0.0,10261,Occupational Therapist,8,No,No,25,27,52,0.42905340311653367,0
5866,city_16,0.91,Male,Has relevent experience,no_enrollment,Unknown,Unknown,6,Unknown,Unknown,1,22,0.0,5866,Occupational Therapist,8,No,No,23,38,55,0.32865254651727005,1
19852,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,63,0.0,19852,Occupational Therapist,8,No,No,33,21,47,0.6055324872205857,0
13546,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,41,0.0,13546,Care Assistant,12,Yes,Yes,37,11,68,0.07100001915079908,0
19236,city_128,0.527,Unknown,No relevent experience,Full time course,Graduate,STEM,1,Unknown,Unknown,1,192,1.0,19236,Physiotherapist,12,Yes,No,37,31,57,0.2689414213699951,0
6207,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,36,0.0,6207,Registered Nurse,12,No,No,20,4,49,0.5356536708339716,0
8389,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,22,0.0,8389,Support Worker,12,Yes,Yes,25,23,76,0.023792942398164606,0
16887,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,21,0.0,16887,Registered Nurse,12,No,No,30,44,52,0.42905340311653367,1
16945,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,9,0.0,16945,Registered Nurse,8,No,No,27,39,53,0.3944675127794143,1
26979,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,3,44,1.0,26979,Support Worker,12,No,No,25,36,54,0.36090725483714875,0
317,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,105,0.0,317,Care Assistant,8,Yes,No,27,24,60,0.1933213698023087,0
23563,city_116,0.743,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,Pvt Ltd,2,102,1.0,23563,Physiotherapist,8,No,No,30,11,46,0.6390927451628512,1
15948,city_160,0.92,Male,No relevent experience,Full time course,Masters,Arts,15,Unknown,Public Sector,>4,90,1.0,15948,Physiotherapist,8,No,Yes,20,37,71,0.04742587317756678,0
5859,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,500-999,Pvt Ltd,1,192,0.0,5859,Registered Nurse,8,No,No,21,12,51,0.46434632916602836,1
23622,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,25,1.0,23622,Support Worker,8,Yes,Yes,33,41,76,0.023792942398164606,0
21973,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,4,74,0.0,21973,Healthcare Assistant,12,No,No,20,10,51,0.46434632916602836,1
25864,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,Unknown,3,Unknown,Unknown,never,28,0.0,25864,Care Assistant,8,Yes,No,38,36,57,0.2689414213699951,0
10943,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,1,90,1.0,10943,Registered Nurse,12,No,No,26,30,52,0.42905340311653367,0
17172,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Early Stage Startup,1,65,0.0,17172,Physiotherapist,8,No,No,36,15,44,0.7020633698789296,1
13525,city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,5,10/49,Unknown,Never,10,1.0,13525,Occupational Therapist,12,No,No,29,7,46,0.6390927451628512,0
19005,city_28,0.939,Male,No relevent experience,no_enrollment,Primary School,Unknown,2,Unknown,Unknown,never,28,0.0,19005,Occupational Therapist,8,No,No,23,32,54,0.36090725483714875,0
8295,city_67,0.855,Male,Has relevent experience,Unknown,Graduate,STEM,9,1000-4999,Unknown,2,114,0.0,8295,Support Worker,8,No,No,21,40,57,0.2689414213699951,0
11612,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,118,0.0,11612,Support Worker,8,Yes,Yes,31,47,78,0.01798620996209156,1
3119,city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Early Stage Startup,1,19,0.0,3119,Registered Nurse,8,No,No,18,7,51,0.46434632916602836,1
10187,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,72,0.0,10187,Healthcare Assistant,8,No,No,25,6,48,0.5709465968834663,0
32700,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,66,1.0,32700,Physiotherapist,8,No,No,36,44,49,0.5356536708339716,0
9820,city_104,0.924,Female,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,1,39,1.0,9820,Registered Nurse,8,No,No,33,30,49,0.5356536708339716,0
30490,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Pvt Ltd,1,24,0.0,30490,Healthcare Assistant,8,No,No,25,44,55,0.32865254651727005,1
32039,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,6,0.0,32039,Support Worker,12,No,No,22,15,51,0.46434632916602836,0
27831,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Pvt Ltd,1,242,0.0,27831,Occupational Therapist,8,No,No,25,34,53,0.3944675127794143,1
16238,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,never,43,1.0,16238,Care Assistant,8,No,Yes,34,48,66,0.09231302875229802,0
29297,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,58,1.0,29297,Occupational Therapist,12,Yes,No,23,37,65,0.10500058502026482,0
24743,city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,never,84,0.0,24743,Physiotherapist,8,Yes,No,20,6,60,0.1933213698023087,0
26953,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,51,1.0,26953,Physiotherapist,8,No,No,38,27,45,0.6713474534827301,1
32899,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,270,1.0,32899,Occupational Therapist,8,No,No,37,50,51,0.46434632916602836,1
23934,city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,Unknown,Unknown,1,28,0.0,23934,Occupational Therapist,8,No,No,28,41,53,0.3944675127794143,0
16409,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,35,1.0,16409,Healthcare Assistant,8,Yes,No,30,42,62,0.15260866484263105,0
4041,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,25,0.0,4041,Registered Nurse,8,No,No,36,4,41,0.7834209042318241,0
25756,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,101,0.0,25756,Support Worker,8,No,No,40,15,42,0.75820382759259,1
1151,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,15,0.0,1151,Healthcare Assistant,12,No,No,37,16,44,0.7020633698789296,1
32061,city_102,0.804,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,78,0.0,32061,Care Assistant,12,No,No,20,15,52,0.42905340311653367,1
4722,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,never,106,0.0,4722,Occupational Therapist,12,No,Yes,36,21,60,0.1933213698023087,0
31479,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,42,0.0,31479,Care Assistant,8,Yes,Yes,37,23,70,0.05431326613264062,0
12201,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,>4,26,0.0,12201,Care Assistant,8,No,No,24,25,52,0.42905340311653367,0
18742,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,1,101,1.0,18742,Healthcare Assistant,8,Yes,No,28,9,56,0.2979366301210704,0
12893,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,1,5,0.0,12893,Support Worker,8,No,No,26,32,52,0.42905340311653367,0
26960,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,2,9,0.0,26960,Physiotherapist,8,No,Yes,32,45,67,0.08101976866530786,0
4176,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,2,20,1.0,4176,Registered Nurse,12,No,Yes,29,5,61,0.17201283293576136,0
18925,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,18,Unknown,Unknown,1,18,1.0,18925,Physiotherapist,8,Yes,Yes,29,37,77,0.02069111227008788,1
7924,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,25,0.0,7924,Support Worker,8,Yes,No,23,29,63,0.13503642292280238,0
24552,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,>4,16,0.0,24552,Physiotherapist,8,No,Yes,34,21,61,0.17201283293576136,0
28601,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,60,0.0,28601,Occupational Therapist,12,No,No,35,1,42,0.75820382759259,0
